countryname,countrycode,indicatorname,indicatorcode,attribute,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Portugal,182,Total Revenue as a Percent of GDP,R_RM_GDP,Value,35.33700943,38.00623703,43.01948929,38.4170723,35.38926315,37.44578934,38.41157532,38.74365234,38.31212616,39.52206802,39.42916489,39.32484436,40.37833786,40.9009819,39.86968613,40.48303604,40.91403961,41.47784042,41.56985855,40.41791916,40.64746094,42.61893082,42.85157013,45.24142075,44.50415802
Madagascar,674,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,5.530094147,3.785412073,4.450126171,4.177711487,3.675311089,4.702242851,4.624501705,5.24982214,,,6.062399864,4.865784645,3.473820686,5.054596424,5.455368996,4.864356041,5.322134018,5.628444672,6.264575005,4.504482746,4.547750473,4.977167606,4.815958977,5.010545254,4.869278908
Jamaica,343,Total Revenue as a Percent of GDP,R_RM_GDP,Value,28.73661423,29.07645798,23.66436577,24.42640686,24.37912369,25.34255981,22.98527908,22.33574677,23.07058907,26.04531479,26.09765053,24.25694656,24.91494179,27.52961731,27.55319214,26.66956902,26.94131851,28.45836067,27.69088173,28.18197632,27.29151917,26.01976967,26.26477242,27.76737785,27.00550461
Italy,136,Total Revenue as a Percent of GDP,R_RM_GDP,Value,43.98977661,45.22499847,47.73444366,49.08518982,47.25851059,44.53509521,44.97267151,46.59415817,45.27326202,45.54507828,44.15672684,44.10733414,43.69492722,43.81228256,43.25176239,42.95082855,44.02199173,45.24332809,45.11682892,45.86650085,45.61099243,45.62825775,47.78132629,47.9961319,48.08690262
Montenegro,943,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,,,,,,35.5522995,38.56947708,37.39249802,36.77613068,44.9696312,49.20304871,48.41014862,42.47336197,41.28434753,37.76007843,39.97577667,41.55253601,43.97346878
Qatar,453,Total Revenue as a Percent of GDP,R_RM_GDP,Value,45.29337311,43.24712753,44.30691147,41.828022,38.03971481,40.73810196,40.83078766,34.11487198,40.56254959,34.87841034,38.60254288,35.64379501,41.78678894,35.85894775,48.24147034,41.10179901,39.42163467,41.29796219,34.25677109,51.01231766,38.17525864,39.82393265,45.77684784,52.76297379,46.40559387
Kenya,664,Total Revenue as a Percent of GDP,R_RM_GDP,Value,18.51368713,13.15118408,12.41776466,13.77924252,19.51412964,22.7690258,19.61235046,19.50147057,20.07396317,18.9153347,18.62257385,18.43151474,18.50483322,19.46684456,20.12273598,20.041996,19.32946587,19.67743111,19.44658852,18.79372787,19.80078506,19.4550972,19.1452961,19.75924301,19.71930122
"Iran, I.R. of",429,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,1.416817546,1.448347449,1.486198068,1.361497521,1.182981849,1.477427006,1.310518861,1.344436169,1.875842571,2.610004187,2.483854294,3.648934364,2.891229391,3.232006311,3.309525251,3.325442076,3.830081224,3.709271908,4.092381477,4.949435711,,,,,
Namibia,728,Total Revenue as a Percent of GDP,R_RM_GDP,Value,28.13232422,31.07029724,32.85906601,32.2292099,30.38315964,31.21647835,30.04730415,32.04864502,33.73451233,33.61885452,29.35841751,28.7254982,28.48418236,26.62553787,25.72542191,27.40259361,29.50107002,32.03406525,32.45417786,31.74284935,28.49684525,31.38043785,32.71505737,32.48801041,34.25194168
"Gambia, The",648,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,6.091886044,5.96043539,6.291662216,6.91078043,,,,,,,,2.10835743,2.127180576,2.015949011,3.3220222,2.485977411,2.669573069,2.579686165,3.302424908,4.785242558,,,,,
Estonia,939,VAT Revenue as a Percent of GDP,RTGSGV_RM_GDP,Value,,,,,,9.575478554,9.341175079,9.568479538,8.07853508,7.730414391,8.432430267,8.146173477,8.36802578,8.176347733,8.300221443,8.061828613,8.98456192,8.760065079,7.796263695,8.652684212,8.541723251,8.177645683,8.375123978,8.193055153,8.571586609
United Kingdom,112,Total Revenue as a Percent of GDP,R_RM_GDP,Value,36.26908875,35.83598709,34.88685608,33.5466423,34.18818665,35.11690521,34.49901581,35.15840149,36.31843948,36.8503418,37.03874588,37.08811951,35.52786636,35.2461319,35.80355453,36.14302063,36.7656517,36.49244308,37.02701569,35.12506104,35.55553436,36.1275444,36.31097031,36.75091553,35.7350769
Finland,172,VAT Revenue as a Percent of GDP,RTGSGV_RM_GDP,Value,8.261457443,8.245941162,7.753568649,7.584340096,7.720839024,7.733048439,7.834317207,8.256836891,8.057703972,7.986405849,7.976578712,7.697301388,7.910903931,8.238492012,8.209393501,8.363191605,8.42168045,8.150216103,8.083175659,8.383187294,8.301977158,8.795188904,9.002818108,9.288921356,9.230858803
France,132,VAT Revenue as a Percent of GDP,RTGSGV_RM_GDP,Value,7.554299831,7.249843597,6.925793648,6.981983662,7.138288975,7.279209614,7.618478775,7.599035263,7.46978569,7.509702206,7.194559097,7.01070261,6.927225113,6.952496052,7.029548168,7.157108784,7.105956554,7.011803627,6.894829273,6.701491356,6.772775173,6.806074619,6.823124409,6.804314137,6.94210434
Trinidad and Tobago,369,Total Revenue as a Percent of GDP,R_RM_GDP,Value,27.88113022,33.10744095,29.29585838,30.43188858,31.44648552,27.95050621,28.83197594,28.23028183,27.02745247,24.58713341,26.71094513,27.73727798,23.1478405,25.18383598,26.75496483,30.2295742,36.98789978,31.95841217,36.73284149,34.23220444,33.20584488,32.93523026,33.43338013,32.61070251,30.82287979
Papua New Guinea,853,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,6.345490932,5.770190716,5.306890965,5.589570522,6.952027798,6.888920784,7.316717148,7.36862278,5.611512661,6.237783909,6.879640102,5.694862366,5.93409729,,,,,,,,,,,,
"Venezuela, Rep. Bol.",299,Total Revenue as a Percent of GDP,R_RM_GDP,Value,35.76953506,31.61475182,24.27866936,24.7454052,31.02879715,27.00437164,35.66889191,33.56508636,24.30125999,26.84712219,32.74278259,27.30543518,29.50720787,32.34688568,34.38504791,37.62503433,37.66195679,33.13396454,31.41841125,24.58351326,21.21509743,27.88053322,23.52996635,23.43611908,28.40138817
Peru,293,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,2.136647224,1.370166779,1.495016932,1.804177523,1.771202326,1.833714485,1.74790144,1.637111425,1.728590131,1.617150068,1.538372159,1.39950943,1.146790147,1.082389116,1.020278215,1.070890903,0.803920567,0.49234736,0.546795249,0.167920366,0.187517568,0.17344743,0.191979349,0.191011295,0.177087948
Italy,136,VAT Revenue as a Percent of GDP,RTGSGV_RM_GDP,Value,5.375024796,5.293379307,5.212795258,5.234659672,5.980470181,5.333172798,5.225642681,5.239630222,5.69225502,5.600279808,6.251523018,6.009438992,5.972830772,5.687670231,5.628077984,5.727026463,5.996871948,5.940969944,5.744133949,5.502270222,6.081962585,6.024570942,5.961199284,5.853679657,6.025375366
Romania,968,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,0.18345499,1.099306464,1.286599278,1.489999413,1.282493591,1.621358395,1.67346108,1.480983496,1.612077832,1.484514952,1.122112155,0.80911237,0.65865165,0.693546176,0.706016839,0.75514096,0.756388307,0.093722083,0.054005742,0.035101272,0.032385487,0.036949396,0.022960324,0.025863295,0.025996145
Benin,638,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,,,,,,,,,,,,3.765962601,3.859149456,3.964597464,4.074293137,3.970275879,4.215355873,4.543797016,4.701241016,3.735586882,4.394581318,3.863688231,4.256321907,4.734174728,
Cote d'Ivoire,662,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,0.817859888,,,,0.353143096,0.313258886,0.312408924,0.327396542,0.349439263,0.364815712,0.309294581,1.627140403,1.665482402,0.286639184,0.27671501,,,,,,,,,,
Tunisia,744,Total Grants as a Percent of GDP,RG_RM_GDP,Value,0.595689893,0.247489721,0.377585262,0.333050787,0.367556125,,,,,,,,,,,,,,,,,,,,
"Gambia, The",648,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,0.047711775,0.045054313,0.042603597,0.041313548,,,,,,,,,,,,,,0.095115229,0.105446182,0.159188598,,,,,
Turkey,186,Total Grants as a Percent of GDP,RG_RM_GDP,Value,0.309537381,0.995747626,0.11566554,0.059944812,0.018114967,0.070955925,0.009029405,0.004357303,,0.007190529,,9.16E-06,,,,,0.000687666,0.118886471,0.007302903,0.014356277,0.010294223,0.009578953,0.011632349,,
Sierra Leone,724,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,0.003579898,0.002377301,0.010748035,0.018766806,0.027545517,0.011457427,0.0093001,0.016959535,,,,,,,,,,,,,,,,,
"Yemen, Republic of",474,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,,,,,,,,,,,,,0.000585727,0.000971949,0.001326317,0.000903849,0.000638291,0.000626648,0.000576656,0.000725833,0.000633582,0.000800354,0.00075133,,
Uganda,746,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,4.373559952,4.135253429,5.201000214,,,,6.674202442,6.005613327,3.967696428,2.798911333,2.35998106,2.345409155,2.48408699,1.672338128,1.831349492,,
Zambia,754,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,0.018024029,,0.014477278,0.004563157,,6.08E-06,,,,,,,,,,,,,,,,,,,
Cameroon,622,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,,,0.004137191,0.159765244,0.131048113,0.130380437,,,0.092333473,0.149489537,,,,,,,,,,,,,,,
United Kingdom,112,Total Grants as a Percent of GDP,RG_RM_GDP,Value,0.34401378,0.758218825,0.337265879,0.403682768,0.291332752,0.185445592,0.389624834,0.264457524,0.173942417,0.339494765,0.225791201,0.486603141,0.306756973,0.325318664,0.307522923,0.299323112,0.279684216,0.25652349,0.333448559,0.377021372,0.208295241,0.18619293,0.187871814,,
"China,P.R.: Mainland",924,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,,,,,,,,,,,,,,,,,,,3.385743856,3.577425003,3.572872162,4.039527893,4.436693192,4.595428944,
Vanuatu,846,Total Grants as a Percent of GDP,RG_RM_GDP,Value,2.455909252,,,,,2.747443438,1.633535862,2.06603837,1.109217525,1.517647982,,,,,,,,,,7.079564571,6.668728352,6.09004879,,,
Lao People's Dem.Rep,544,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,,,,,,,2.908165216,2.703346014,2.746259212,2.403517723,6.353244305,5.729905605,6.049174786,,
"Afghanistan, I.R. of",512,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,,,,,,6.844626427,9.825828552,12.67587471,14.73347664,18.94591141,18.98579025,17.03577805,19.39054489,21.7224884,21.26482391,25.2102623,24.34602928,23.88264847
Nepal,558,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,,,,,,,,0.055787921,0.099700414,0.108119138,0.110949226,0.135215163,0.181959644,0.254474133,0.259190023,0.284334362,0.270779997,0.275876015,0.300493509,0.323352426,,,0.101810858,0.110950842,0.126135692
Niger,692,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,,,,,,7.54206419,46.30431366,5.774062634,,,,,,,
Vanuatu,846,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,13.84768581,,,,,10.28144836,10.76695347,10.44409275,9.26839447,7.041887283,,,,,,,,,,5.983997822,3.896128654,3.715660334,,,
Sri Lanka,524,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,5.811607361,5.129692078,4.919953823,4.00103426,3.773203373,3.529088736,3.205345154,2.904482126,2.674114943,2.423449755,1.842869163,1.796952128,1.943965793,2.176553965,2.327054024,2.297758102,2.511569738,2.358573914,2.227183819,2.838711023,2.333093643,2.415901661,2.859014988,2.211411953,2.028509378
Vietnam,582,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,,,,,5.607895374,5.79880476,5.552574158,4.319198608,4.521406174,3.848308086,3.072143793,3.651398897,4.121792793,3.505949497,2.769274473,,,,,,,,,,
Ukraine,926,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,,,,,,,,,,0.935997546,1.106955647,1.146916032,1.230277181,1.609028339,1.647992969,1.677428484,1.497226596,1.492479086,1.311932206,0.753715277,0.860617459,0.923744857,0.954039693,0.925568223,0.82051897
Tanzania,738,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,,,,,,,,,,,,,,,,,,,,0.972968221,1.023473382,1.013979793,0.999829352,1.05504334,1.065144539
Morocco,686,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,4.03049612,4.079033852,4.268564224,4.240664482,3.975097895,3.553056717,,3.817820072,3.844854355,3.991650105,,,3.081343651,2.630714178,2.61807847,2.499388218,2.28623271,2.303102255,2.047693014,1.97531271,1.734096885,1.664794922,1.103317618,0.89774853,0.879756987
"Korea, Republic of",542,VAT Revenue as a Percent of GDP,RTGSGV_RM_GDP,Value,3.522502184,3.454758406,3.687340736,3.769268513,3.567223072,3.412442207,3.489527464,3.674572945,2.994757414,3.530934334,3.654371262,3.754188061,4.148495197,4.124598026,3.946426153,3.926734686,3.943151951,3.924437523,3.967434168,4.080201626,4.093864918,4.117114067,4.261622429,4.134820461,4.240518093
Zambia,754,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,3.251518488,,2.965769291,5.669855595,6.674249172,6.593333244,2.071306705,2.186801195,2.791642427,2.903008699,,2.286642313,1.946758747,1.833927989,1.81571579,2.005945444,1.62017262,1.459820151,1.762594819,1.323182583,1.29728651,2.519054413,,,
India,534,VAT Revenue as a Percent of GDP,RTGSGV_RM_GDP,Value,,,,,,,,,,,,,0.018215319,,,,,,,,,,,,
Zimbabwe,698,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,,,,,,,,,,,,,,,,,,,,4.831787586,7.64411974,5.928880692,5.455251694,,
Togo,742,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,,,,,,,,,,,,,,,3.333245277,3.177960396,3.292403698,3.620939255,3.760087729,3.895405531,4.032585621,4.147619247,3.935658932,4.465671062,
Tunisia,744,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,7.872401237,7.534348965,7.861364365,7.742649555,7.758680344,7.678757668,6.998550892,3.803624868,3.631040096,3.188210011,2.832161665,2.757784128,2.403547287,2.052110195,1.93699193,1.755630493,1.65660727,1.656119943,1.746043801,1.677015781,1.812116861,1.664873123,1.887254596,,
Equatorial Guinea,642,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,,,,,,,,,,,,,,,,,,0.247341439,0.101552658,0.208517566,,,,,
South Africa,199,VAT Revenue as a Percent of GDP,RTGSGV_RM_GDP,Value,,,,,,,,5.702123642,5.734030247,5.795091629,5.754361153,5.836290359,5.762919426,6.085719585,,,,,,5.899802685,,,,,
St. Vincent & Grens.,364,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,9.430092812,9.984884262,9.260787964,9.805557251,9.814661026,9.973946571,9.675737381,10.46881771,10.35911274,10.209095,9.569793701,9.633031845,10.15888786,10.2184906,9.796124458,9.600749016,9.830202103,6.318234444,4.768706799,4.54128933,4.447153091,4.447768211,4.335847378,4.214299202,4.339539528
Argentina,213,VAT Revenue as a Percent of GDP,RTGSGV_RM_GDP,Value,1.928262353,2.837194443,4.818499088,5.450534344,5.266082287,5.270893574,5.550176144,5.651111603,5.67854023,5.3546381,5.407933235,4.598810673,3.756411076,4.351173401,5.489257813,5.402493,5.582415581,5.913919926,6.02341795,6.017246723,6.25845623,6.468271732,6.816267014,7.151880264,7.230232716
Spain,184,VAT Revenue as a Percent of GDP,RTGSGV_RM_GDP,Value,4.999447823,4.993915081,5.349723816,4.667368889,5.036373138,4.968589783,5.044243813,5.241838455,5.370042801,5.79271841,5.870224953,5.68303442,5.509589195,5.734694004,5.987037659,6.245801449,6.208569527,5.844314575,4.884430885,3.762861013,5.275092125,5.16430378,5.394621849,5.916309357,6.123150826
Barbados,316,VAT Revenue as a Percent of GDP,RTGSGV_RM_GDP,Value,,,,,,,,,,,,,,7.551755428,8.140854836,8.757740021,7.922889233,8.817055702,8.705528259,7.876729965,8.816029549,11.45602036,10.19006729,10.57845879,
"Azerbaijan, Rep. of",912,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,6.709284306,9.852150917,12.76723862,13.01841927,11.83470345,11.81546402,12.08631039,12.51297951,12.98066521,13.29081726,13.31264496,13.60440826,16.25270653,17.92566681,17.30574417,14.06949902,12.09633064,12.26088619,12.68575096,12.74371147,14.19563293
Cape Verde,624,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,,,,,,16.67367554,17.12325668,18.43993759,17.74872017,18.3219986,19.2377758,20.99640465,21.66254234,21.96380997,18.89599419,19.0452919,19.99766541,18.33895874,18.44167137,17.81573486
Bhutan,514,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,,,,,,,,,,,,0.311859012,0.303045332,0.364789516,0.373288006,,,,,,,,,,
"Venezuela, Rep. Bol.",299,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,16.7527504,17.12071228,12.50632,11.42325211,12.21875286,10.68384266,11.91758919,15.52342319,10.82769203,11.84833622,11.9656744,10.15697765,9.134002686,9.909889221,11.21668053,13.46315289,13.30563641,13.2549324,10.92001438,10.6031599,9.078953743,10.82718658,11.26579857,11.72576141,12.89649868
Zimbabwe,698,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,,,,,,,,,,,11.71875858,7.01847744,2.778289557,2.153342724,10.81958008,21.95500946,24.2788372,26.28940582,25.30762672,25.43786621
Samoa,862,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,,,,,,,,,,,,,,,,,,,,,0.083241776,0.091621548,0.096848145,0.136227846,0.16309166
"Bahamas, The",313,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,,,,,,,,,,0.006594717,,,,,,,,,,,,,,,
Madagascar,674,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,,,,,,,,,,,,,,0.531089604,0.601787269,0.561729074,0.632156789,0.777435124,0.920968413,,,,,,
Guinea,656,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,2.399152279,,,,,,,,,,,,,,,,
Romania,968,Total Revenue as a Percent of GDP,R_RM_GDP,Value,39.13324356,41.24965286,36.74443436,32.89300537,30.70581436,30.87508202,28.53526688,28.15206337,29.20989799,31.33386612,30.89443016,29.72613716,29.41831589,28.51294899,29.76729774,31.21616554,32.09994888,32.07910919,31.56993866,30.62997437,31.5866394,32.13023376,32.37030029,31.37441826,32.0764389
Vietnam,582,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,,20.2110157,19.62534523,20.54790497,21.58509827,22.71829605,24.93418503,24.49374771,24.97681618,26.32642555,26.1024971,26.578619,25.58539581,27.26046181,25.87892151,22.59942245,23.08177376,21.90283203
Tuvalu,869,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,,,,,,,,73.55620575,72.05012512,65.14445496,72.92250061,72.39668274,88.86354065,71.90918732,69.02257538,84.33847046,107.4848099,122.1385422
Samoa,862,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,,,,,,,,,,,,,,,,,,,,,2.32029748,2.157064438,1.89361465,2.44140029,2.85478878
Senegal,722,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,26.68818474,20.80728531,20.27060127,18.88385391,18.2601757,17.94735336,18.79752922,18.58217239,19.54652786,20.0117321,20.38258743,20.80912399,21.16890526,23.61557198,21.56332779,21.57616234,21.86366081,22.68312454,23.32132721,22.45934105,24.24857521
Ukraine,926,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,36.56884003,33.8014183,35.44371796,34.3978653,30.80335617,32.2784996,32.40690231,34.71476746,36.59036636,35.83400726,40.37439728,41.63141251,40.15654755,42.35575104,40.79315948,43.37812042,42.93875885,44.66532898,43.32520294,40.82927322
"Serbia, Republic of",942,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,,,,31.19921875,34.1702919,40.31193161,39.24439621,40.8919487,41.37167358,42.20868683,42.50749969,41.53083038,39.81035614,39.9317894,38.23284531,39.35353851,37.86386871,40.00992203
Senegal,722,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,,,,,,,6.88035059,6.636849403,6.334956169,5.844308376,5.429550171,6.147443295,,,,,,,,2.679303169,2.839945793,3.004674435,2.687321663,,
Philippines,566,Total Revenue as a Percent of GDP,R_RM_GDP,Value,17.78624535,18.29768181,18.51645088,18.76343918,19.82224274,19.67297554,20.78511429,21.30437851,19.63069534,19.04993629,18.10761642,18.13339233,17.46159363,17.55152893,17.22101402,17.83843231,19.0479908,18.69226646,18.6640873,17.39566803,16.80241585,17.59770775,18.61265373,18.8461895,19.30398178
